Assumption_ID,Section,Area,Category,Statement_Summary,Risk_If_Invalid,Default_Included,Customer_Action_Required,Version,Status
ERP-AP-004,68,Accounts Payable,Assumption,Non-PO invoices via Oracle AP direct entry; one standard non-PO invoice approval workflow included,Multiple non-PO approval workflows per BU expected by client,Yes,None,1.0,Active
ERP-AP-005,68,Accounts Payable,Assumption,EFT payments via standard South African EFT format; bank format confirmed with client's bank before config; BeBanking H2H where in scope,Bank format incompatible; payment file rejected by bank at go-live,Yes,Confirm bank payment format with client's bank before config,1.0,Active
ERP-AP-006,68,Accounts Payable,Customer Responsibility,Payment terms configured per client-provided list; APPSolve does not define payment terms policy,Payment terms incomplete or not aligned to contracts,Yes,Provide complete approved payment terms list,1.0,Active
ERP-AP-007,68,Accounts Payable,Exclusion,Oracle Supplier Portal (supplier self-service for invoice submission / PO status / profile update) is excluded; requires separate licence and OIC integration,Client expects supplier portal in base AP scope,Yes,Acknowledge exclusion; raise separately if required,1.0,Active
ERP-AR-001,68,Accounts Receivable,Customer Responsibility,Client provides customer master in FBDI template: legal name / account no / address / payment terms / credit limit / tax details,Customer load delayed or data quality failures,Yes,Provide customer data in FBDI template by migration milestone,1.0,Active
ERP-AR-002,68,Accounts Receivable,Assumption,AR transaction types and transaction sources configured per agreed billing processes; client confirms required types in Scope and Design,AR transaction type library incomplete; billing fails at go-live,Yes,Confirm transaction type requirements in Scope and Design,1.0,Active
ERP-AR-003,68,Accounts Receivable,Assumption,Auto-invoicing from Oracle module (PPM/Order Mgmt) in same implementation is in AR base scope; auto-invoicing from non-Oracle source requires OIC integration,Client expects non-Oracle source auto-invoicing in base scope,Yes,Confirm invoice source systems in Scope and Design,1.0,Active
ERP-AR-004,68,Accounts Receivable,Assumption,Standard auto-cash rules configured for EFT receipts; complex cash application (Fx / partial payments with deductions / lockbox) assessed per complexity,Cash application failures at go-live due to unscoped complexity,Yes,Confirm cash application requirements in Scope and Design,1.0,Active
ERP-AR-005,68,Accounts Receivable,Assumption,Oracle AR Collections Management (dunning / collection strategies / aged debt reporting) configured as part of standard AR; client's credit control team manages collections post-go-live,Client expects APPSolve to run collections management,Yes,None,1.0,Active
ERP-FA-001,70,Fixed Assets,Customer Responsibility,Client provides complete asset category list with depreciation rules before FA configuration commences,FA configuration blocked without asset category data,Yes,Provide asset category list and depreciation rules before config,1.0,Active
ERP-FA-002,70,Fixed Assets,Assumption (Pending BU-ERP-004),Opening balance migration: original cost / accumulated depreciation / NBV / remaining useful life; full historical run history excluded; legacy system retained as historical record,Client expects full historical depreciation history migrated,Yes,Confirm opening balance migration approach in Scope and Design,1.0,Active
ERP-FA-003,70,Fixed Assets,Assumption,Monthly depreciation run is batch process; client's finance team runs depreciation post-go-live; APPSolve configures process,Client expects APPSolve to run depreciation batches post-go-live,Yes,None,1.0,Active
ERP-FA-004,70,Fixed Assets,Assumption,One standard capex approval workflow configured per authority matrix provided by client,Client expects multiple parallel capex approval workflows,Yes,Provide authority matrix before workflow config,1.0,Active
ERP-FA-005,70,Fixed Assets,Assumption,Tax asset book assessed per engagement; SA tax depreciation (Section 11/12 SITA / accelerated / SBC) may require separate tracking from accounting book,Tax depreciation requirements not identified until late in project,Yes,Confirm whether tax book is required in Scope and Design,1.0,Active
ERP-CM-001,71,Cash Management,Assumption,Oracle CM configured for bank reconciliation; manual and automated (electronic bank statement import) both supported,Bank reconciliation approach misaligned; manual work required post-go-live,Yes,Confirm bank reconciliation approach in Scope and Design,1.0,Active
ERP-CM-002,71,Cash Management,Assumption,Bank statement import format confirmed with client's bank (ISO 20022 camt.053 or SWIFT MT940 standard); proprietary format requires conversion assessment; BeBanking MT940 where in scope,Bank format incompatible; bank statement import fails at go-live,Yes,Confirm bank statement format with client's bank,1.0,Active
ERP-CM-003,71,Cash Management,Assumption,Cash positioning configured as standard Oracle CM feature; accuracy depends on completeness of AP payment schedules and AR expected receipts,Cash forecast inaccurate due to incomplete AP/AR data,Yes,None,1.0,Active
ERP-CM-004,71,Cash Management,Assumption,BeBanking H2H MT940 inbound integration to Oracle CM is OIC scope (OIC pack); Oracle CM bank account and reconciliation rules are ERP Financials scope,Scope boundary confusion between OIC and ERP finance team,Yes,Confirm BeBanking scope before config,1.0,Active
ERP-PRO-001,72,Procurement,Assumption,Procurement modules confirmed by BOM: standard scope includes Self-Service Procurement / Oracle Purchasing / Oracle Receiving; Sourcing and Contracts where licensed,Client expects Sourcing / Contracts in scope without BOM line item,Yes,Confirm Oracle BOM procurement line items,1.0,Active
ERP-PRO-002,72,Procurement,Assumption,Requisition-to-PO flow: purchase requisition > approval > PO > acknowledgement > goods receipt > three-way match to AP; design agreed in Scope and Design,Incomplete Procure-to-Pay process design; failures at go-live,Yes,Confirm Procure-to-Pay flow in Scope and Design,1.0,Active
ERP-PRO-003,72,Procurement,Assumption,One approval hierarchy per workflow type (Requisition / PO) using AME; default position-based routing; authority matrix provided by client,Approval routing incorrect; unauthorised approvals at go-live,Yes,Provide complete approved authority matrix before workflow config,1.0,Active
ERP-PRO-004,72,Procurement,Assumption,Hosted item catalogues configured where client provides item data in required template; punchout catalogues require separately scoped OIC integration,Client expects punchout to supplier catalogues in base scope,Yes,Confirm catalogue requirements and provide item data,1.0,Active
ERP-PRO-005,72,Procurement,Assumption,Oracle Procurement Contracts configured per confirmed templates and terms; client's legal team responsible for contract content,APPSolve expected to draft legal contract terms,Yes,Legal team to provide contract content before template config,1.0,Active
ERP-PRO-006,72,Procurement,Assumption,Oracle Receiving in standard Procurement scope for PO-based purchasing; goods receipt workflow confirmed in Scope and Design,Goods receipt process undefined; three-way match fails,Yes,Confirm receiving workflow in Scope and Design,1.0,Active
ERP-PRO-007,72,Procurement,Assumption,Standard OTBI procurement reports at agreed count; Oracle Procurement Analytics (OAX) separately licensed and excluded,Client expects advanced spend analytics in base scope,Yes,Confirm procurement report requirements,1.0,Active
ERP-PPM-001,73,Project Portfolio Management,Assumption,PPM modules confirmed by BOM; standard scope: Project Costing; Project Billing added where licensed,Client expects Oracle Project Billing without separate BOM line item,Yes,Confirm PPM BOM line items,1.0,Active
ERP-PPM-002,73,Project Portfolio Management,Customer Responsibility,Client provides project classification structure (project types / statuses / categories) and templates before PPM config commences,PPM config blocked without project structure definition,Yes,Provide project type and template definitions,1.0,Active
ERP-PPM-003,73,Project Portfolio Management,Assumption,Project costing via Oracle-standard cost collection: labour (OTL or manual timecard) / non-labour (AP invoice distribution) / expense (Oracle Expenses where in scope); design confirmed in Scope and Design,Cost collection method incompatible with client's operational model,Yes,Confirm costing collection methods in Scope and Design,1.0,Active
ERP-PPM-004,73,Project Portfolio Management,Assumption,Budget type structure and approval workflow configured per Scope and Design; client provides project budget templates before budget config commences,Budget config delayed; project financial reporting fails,Yes,Provide project budget templates and approval rules,1.0,Active
ERP-PPM-005,73,Project Portfolio Management,Assumption,Oracle Project Billing methods: T&M / fixed-price milestones / cost-plus; billing method per project type confirmed in Scope and Design; client confirms billing events / cycles / revenue recognition rules,Revenue recognition incorrectly configured; billing disputes,Yes,Confirm billing method and revenue recognition rules in Scope and Design,1.0,Active
ERP-PPM-006,73,Project Portfolio Management,Assumption,Oracle PPM to Oracle Financials (GL/AP) is Oracle-native via subledger accounting; not a separately scoped OIC integration; SLA rules configured in ERP scope,OIC team scopes a PPM-GL integration that is actually Oracle-native,Yes,None,1.0,Active
ERP-PPM-007,73,Project Portfolio Management,Assumption,Standard OTBI PPM reports at agreed count; Oracle Analytics Cloud requires separate licence and is excluded,Client expects Oracle Analytics Cloud dashboards in base PPM scope,Yes,Confirm PPM reporting requirements,1.0,Active
ERP-REP-001,74,Reporting,Assumption,OTBI reporting security configured and agreed custom OTBI reports delivered; count confirmed in Scope and Design,OTBI report count underestimated; ad hoc requests treated as in-scope,Yes,Confirm OTBI report list in Scope and Design,1.0,Active
ERP-REP-002,74,Reporting,Assumption,FRS financial statement pack at agreed count (IS/BS/TB/CF); additional FRS reports are CRs,FRS report count underestimated,Yes,Confirm FRS report list in Scope and Design,1.0,Active
ERP-REP-003,74,Reporting,Assumption,Smart View enabled and awareness training provided; client builds own Excel models; APPSolve does not build Excel reporting models,Client expects APPSolve to build Smart View Excel models,Yes,Acknowledge client responsibility for Smart View Excel model development,1.0,Active
ERP-REP-004,74,Reporting,Exclusion,Oracle Analytics Cloud (OAX/FAW) is separately licensed and excluded; OTBI / FRS / Smart View are included in ERP licence,Client expects OAX in base ERP scope,Yes,Acknowledge OAX exclusion; raise separately if required,1.0,Active
ERP-REP-005,74,Reporting,Exclusion,Oracle ERP captures VAT data; SARS eFiling submission is excluded and is client's tax team responsibility,Client expects automatic SARS eFiling from Oracle ERP,Yes,Acknowledge eFiling exclusion; client tax team to submit VAT201,1.0,Active
ERP-DAT-001,75,Data Migration,Assumption,Data migration via Oracle FBDI; APPSolve provides templates; client populates from source; APPSolve loads and validates,FBDI data quality failures at load; migration delays,Yes,Populate FBDI templates per APPSolve specifications,1.0,Active
ERP-DAT-002,75,Data Migration,Assumption,Standard migrated data objects: COA value sets / suppliers / customers / open AP invoices / open AR invoices / fixed asset register / projects and budgets / open POs (subject to BOM and scope confirmation),Client expects additional non-standard data objects migrated,Yes,Confirm migration object list in Scope and Design,1.0,Active
ERP-DAT-003,75,Data Migration,Exclusion,Historical transaction data not migrated; opening balances only as at cut-over date; legacy system is system of record for history,Client expects historical journals / paid invoices / closed AR in Oracle ERP,Yes,Acknowledge historical data exclusion; confirm legacy system retention plan,1.0,Active
ERP-DAT-004,75,Data Migration,Customer Responsibility,Data extraction from source (legacy) system is client's responsibility; APPSolve provides FBDI templates and format specifications only,APPSolve expected to extract data from legacy system,Yes,Allocate legacy system extraction resources,1.0,Active
ERP-DAT-005,75,Data Migration,Customer Responsibility,Data quality and cleansing before provision to APPSolve: de-duplicated / complete / accurate / correctly coded; APPSolve validates load correctness not business accuracy,Data quality failures surface during load; timeline impact,Yes,Cleanse and validate source data before providing to APPSolve,1.0,Active
ERP-DAT-006,75,Data Migration,Assumption (Pending BU-ERP-007),Two migration cycles standard: Mock Migration (non-prod) + Final Migration (production); third mock is scope addition,Client expects three or more mock migrations in base scope; migration timeline underestimated,Yes,Confirm migration cycle count in Scope and Design,1.0,Active
ERP-DAT-007,75,Data Migration,Customer Responsibility,Tax registration data (VAT / income tax / customs / PAYE) provided by client before LE and tax configuration commences,Tax configuration blocked; legal entity setup delayed,Yes,Provide all tax registration information before config,1.0,Active
ERP-INT-001,76,Integrations,Assumption,All ERP integrations to third-party systems governed by OIC_ASSUMPTIONS_V1.md; this section covers ERP-specific integration scope boundaries,Integration scope boundary dispute between ERP and OIC teams,Yes,None,1.0,Active
ERP-INT-002,76,Integrations,Assumption,Oracle ERP to Oracle HCM (same project) uses Oracle-native APIs; not a separately scoped OIC integration; included in combined HCM+ERP scope,OIC team scopes a Fusion-to-Fusion integration that is Oracle-native,Yes,None,1.0,Active
ERP-INT-003,76,Integrations,Assumption,Inter-module Oracle ERP integration (AP/GL subledger / Procurement/AP / PPM/GL) uses Oracle-native architecture; not OIC integrations,OIC integration effort wasted on Oracle-native flows,Yes,None,1.0,Active
ERP-INT-004,76,Integrations,Assumption,Bank connectivity (EFT / bank statement import) via BeBanking H2H where in scope or direct bank file format integration; each payment format = one OIC integration (OIC-SCP-002),Client expects all bank integrations in one OIC integration fee,Yes,Confirm bank connectivity approach and format count in Scope and Design,1.0,Active
ERP-INT-005,76,Integrations,Exclusion (Pending BU-ERP-006),SARS eFiling integration excluded; Oracle ERP does not integrate natively with SARS eFiling; client tax team responsible for VAT201/PAYE/provisional tax submission,Client expects automated SARS eFiling from Oracle ERP,Yes,Acknowledge eFiling exclusion,1.0,Active
ERP-SEC-001,77,Security,Assumption,APPSolve designs Oracle ERP security model: job roles / data security policies / duty roles / abstract roles; Oracle-delivered roles used as starting point; custom roles only where Oracle roles insufficient,Security model design scope underestimated,Yes,None,1.0,Active
ERP-SEC-002,77,Security,Assumption,Custom job role count confirmed in Scope and Design; standard archetypes: Financial Analyst / AP Invoice Supervisor / AR Billing Specialist / Cash Manager / Procurement Manager / Procurement Agent / Project Manager,Custom security role count underestimated; security testing effort exceeds estimate,Yes,Confirm security access requirements per role in Scope and Design,1.0,Active
ERP-SEC-003,77,Security,Assumption,Data security policies (row-level: ledger / BU / LE / cost centre restriction) designed in Scope and Design; complex data security (cross-entity partial access) assessed per complexity,Complex data security requirements not identified early; design rework,Yes,Confirm data security requirements in Scope and Design,1.0,Active
ERP-SEC-004,77,Security,Exclusion,Formal SoD analysis using ACG / Fastpath or equivalent excluded from base scope; APPSolve designs roles following Oracle SoD guidelines only,Client expects formal SoD audit as part of ERP implementation,Yes,Acknowledge SoD exclusion; raise separately if required by audit,1.0,Active
ERP-SEC-005,77,Security,Customer Responsibility,User provisioning post-go-live (creating / role-assigning / deactivating users) is client IT team's responsibility; APPSolve configures provisioning framework during implementation,APPSolve expected to manage user accounts post-go-live,Yes,Allocate IT resource for ongoing user lifecycle management,1.0,Active
ERP-SEC-006,77,Security,Exclusion (Pending BU-ERP-008),SSO integration with client's IdP (Azure AD / Okta / Ping / Google) assessed as separately scoped item; Oracle SAML 2.0 SSO is a platform feature; IdP integration requires separate design and config engagement,Client expects SSO configuration in base ERP scope,Yes,Acknowledge SSO assessment as separate scope item,1.0,Active
ERP-WFL-001,78,Workflow,Assumption,All Oracle ERP approval workflows configured using Oracle AME; authority matrix provided by client before workflow config commences,Workflow config blocked without authority matrix; go-live delayed,Yes,Provide complete approved authority matrix before workflow config,1.0,Active
ERP-WFL-002,78,Workflow,Assumption,Standard approval workflows in base scope (subject to BOM): manual journal (GL) / non-PO invoice (AP) / purchase requisition (Procurement) / PO (Procurement) / capex (FA) / project budget (PPM); each = one APPSolve config item,Client expects more workflow types than estimated in base scope,Yes,Confirm which workflow types are required in Scope and Design,1.0,Active
ERP-WFL-003,78,Workflow,Assumption,One approval hierarchy per workflow type; multiple parallel hierarchies per workflow (per BU / department / ledger) are CRs,Client expects separate approval chains per business unit for every workflow,Yes,Confirm approval hierarchy structure in Scope and Design,1.0,Active
ERP-WFL-004,78,Workflow,Assumption,Approval notifications via Oracle standard BPM Worklist notification framework; custom HTML-branded email templates excluded,Client expects custom-branded approval notification emails,Yes,Acknowledge standard notification format,1.0,Active
ERP-WFL-005,78,Workflow,Assumption,Delegation rules (absence delegation of approval authority) enabled as Oracle platform feature; users manage own delegation rules post-go-live,Client expects APPSolve to manage approval delegation rules for all users,Yes,None,1.0,Active
ERP-WFL-006,78,Workflow,Assumption,Approval limits configured per client's authority matrix; monetary threshold changes post-config are low-effort updates not CRs unless structural workflow redesign required,Every approval limit change treated as a CR regardless of impact,Yes,Confirm authority matrix is approved and stable before workflow config,1.0,Active
ERP-TST-001,79,Testing,Assumption,Three testing cycles: CRP1 (Design Validation) / CRP2 (End-to-End Validation) / UAT (User Acceptance); aligned to OUM testing framework,Client disputes testing cycle structure mid-project,Yes,None,1.0,Active
ERP-TST-002,79,Testing,Assumption,CRP1: APPSolve demonstrates configured system against Scope and Design; client functional team validates design; not a UAT event,Client tries to conduct UAT in CRP1 before system is fully configured,Yes,None,1.0,Active
ERP-TST-003,79,Testing,Assumption,CRP2: end-to-end process testing across all ERP modules; client executes scenarios; APPSolve resolves configuration defects,Client treats business process deficiencies as configuration defects,Yes,None,1.0,Active
ERP-TST-004,79,Testing,Assumption,UAT: client user community validates system against requirements; APPSolve supports but does not execute; UAT sign-off is client's responsibility and prerequisite for cutover,APPSolve expected to execute UAT and sign off on behalf of client,Yes,Allocate UAT testing resources and sign-off authority,1.0,Active
ERP-TST-005,79,Testing,Customer Responsibility,Test data provision for all cycles is client's responsibility; must cover standard and exception scenarios for all modules,Test data incomplete; testing cycles delayed,Yes,Prepare and provide test data by testing milestone,1.0,Active
ERP-TST-006,79,Testing,Assumption,Defect classification: build defects resolved by APPSolve; data / process / design defects resolved by client; formal defect log maintained throughout,Client disputes defect ownership; APPSolve absorbs client data issues,Yes,Acknowledge defect classification framework,1.0,Active
ERP-TRN-001,80,Training,Assumption,APPSolve delivers TTT for agreed ERP user populations: GL/Reporting / AP / AR / Cash Management / Procurement / PPM (per BOM modules),Training population scope underestimated,Yes,Confirm training populations in Scope and Design,1.0,Active
ERP-TRN-002,80,Training,Customer Responsibility,End-user training delivery is client's responsibility; APPSolve provides TTT and configured-system training materials; client's trained trainers deliver to end users,APPSolve expected to train all end users directly,Yes,Nominate trainers for TTT and plan end-user training delivery,1.0,Active
ERP-TRN-003,80,Training,Assumption,Training materials based on client's configured Oracle ERP (client-specific COA / workflows / data / transaction types); not generic Oracle product training,Generic training materials delivered that don't reflect client's system,Yes,None,1.0,Active
ERP-TRN-004,80,Training,Exclusion,Oracle University formal training / Oracle certification courses excluded from APPSolve training scope,Client expects Oracle certification training from APPSolve,Yes,Acknowledge Oracle University exclusion; client arranges separately,1.0,Active
ERP-CUT-001,81,Cutover,Assumption,One production cutover event; cutover approach (big-bang vs. phased) confirmed in Scope and Design; APPSolve recommends big-bang for interdependent ERP modules,Client expects phased go-live without understanding interdependency,Yes,Confirm cutover approach in Scope and Design,1.0,Active
ERP-CUT-002,81,Cutover,Assumption,APPSolve produces cutover runbook: pre-cutover steps / cutover day steps / go-live confirmation criteria,Cutover day uncoordinated; unexpected issues cause go-live failure,Yes,None,1.0,Active
ERP-CUT-003,81,Cutover,Customer Responsibility,Client implements legacy system transaction freeze for final data extraction; manages internal communication of freeze period,Data changed in legacy system during FBDI load invalidating migration data,Yes,Plan and communicate transaction freeze period,1.0,Active
ERP-CUT-004,81,Cutover,Assumption,Go-live decision by client's project sponsor based on APPSolve's written go/no-go recommendation; final decision rests with client,APPSolve expected to make go-live call; sponsor defers decision,Yes,Ensure project sponsor is available and empowered for go-live decision,1.0,Active
ERP-CUT-005,81,Cutover,Exclusion (Pending BU-ERP-005),Parallel running excluded from base scope; simultaneous dual-system operation significantly extends effort; assessed as scope addition where required,Client expects parallel running as standard; effort and timeline impact disputed,Yes,Acknowledge parallel running exclusion,1.0,Active
ERP-HYP-001,82,Hypercare,Assumption,ERP hypercare: 4 weeks / business hours 08:00-17:00 SAST Mon-Fri / defect resolution and stabilisation only; aligned to HCM Base HYP assumptions,Client expects 24/7 hypercare or extended support period in base scope,Yes,None,1.0,Active
ERP-HYP-002,82,Hypercare,Assumption,Combined ERP + HCM + OIC hypercare is one concurrent 4-week period covering all modules and integrations,Client argues OIC and ERP hypercare should each be separate 4-week periods,Yes,None,1.0,Active
ERP-HYP-003,82,Hypercare,Exclusion,Enhancements during hypercare excluded: new GL accounts / new workflows / new reports / new modules; these are CRs or new project work,Client uses hypercare to extend scope; enhancements absorbed into support,Yes,Acknowledge enhancement exclusion during hypercare,1.0,Active
ERP-HYP-004,82,Hypercare,Assumption,First month-end close after go-live supported during hypercare; if hypercare ends before first month-end close APPSolve extends at standard hypercare daily rate,First month-end close attempt without APPSolve support; high risk failure,Yes,Confirm go-live date relative to month-end close date,1.0,Active
ERP-CUS-001,83,Customer Responsibilities,Customer Responsibility,Client appoints ERP project sponsor with authority to approve scope / resolve design escalations / authorise go-live / drive change management,No empowered sponsor; design decisions stall; go-live delayed,Yes,Nominate and confirm project sponsor before project starts,1.0,Active
ERP-CUS-002,83,Customer Responsibilities,Customer Responsibility,Client appoints functional leads per module: Finance Lead (GL/AP/AR/FA/CM) / Procurement Lead / PPM Lead; available full project duration; attend workshops and CRP; make domain decisions and sign off milestones,Functional team unavailable for workshops; design quality poor; delays,Yes,Nominate functional leads before Mobilize phase,1.0,Active
ERP-CUS-003,83,Customer Responsibilities,Customer Responsibility,COA design is the client's most critical deliverable in Scope and Design; client provides or approves COA before ledger config; APPSolve facilitates COA workshops,COA delayed; all downstream config stalls,Yes,Prioritise COA design as top deliverable in Scope and Design phase,1.0,Active
ERP-CUS-004,83,Customer Responsibilities,Customer Responsibility,Client extracts / cleanses / provides all migration data in FBDI templates by project plan milestone dates; suppliers / customers / FA / open AP / open AR / open POs / projects all require client prep,Data provided late; migration milestones missed; go-live delayed,Yes,Allocate data migration resource and agree data provision dates in project plan,1.0,Active
ERP-CUS-005,83,Customer Responsibilities,Customer Responsibility,Client cleanses source data before provision: removes duplicates / populates mandatory fields / corrects GL codes / updates inactive records / confirms bank account details,Data quality failures surface during FBDI load; rework cycles,Yes,Complete data cleansing before providing FBDI templates to APPSolve,1.0,Active
ERP-CUS-006,83,Customer Responsibilities,Customer Responsibility,Client's functional team makes all business process decisions in Scope and Design: transaction types / approval routing / payment terms / COA structure / billing method; APPSolve facilitates and documents,Business process decisions deferred to APPSolve causing ownership disputes,Yes,Empower functional team to make binding process decisions,1.0,Active
ERP-CUS-007,83,Customer Responsibilities,Customer Responsibility,Client provides complete approved authority matrix for all transaction types requiring approval before workflow config commences; authorised by CFO/CEO/Finance Director,Approval workflow configured on unapproved authority matrix; rework required after governance sign-off,Yes,Obtain CFO/Finance Director approval for authority matrix before workflow config,1.0,Active
ERP-CUS-008,83,Customer Responsibilities,Customer Responsibility,Client's tax team provides all tax configuration requirements: SA VAT reg no / VAT rates / tax classifications / withholding tax / industry-specific treatment; APPSolve configures from client requirements not tax advice,Tax configuration incorrect due to incomplete requirements; statutory compliance risk,Yes,Tax team to provide complete tax requirements before LE and tax config,1.0,Active
ERP-CUS-009,83,Customer Responsibilities,Customer Responsibility,Client's finance and tax team responsible for statutory and regulatory compliance: Companies Act / SARS VAT-PAYE / IFRS or GAAP / industry-specific; APPSolve configures per client requirements only,APPSolve held liable for statutory non-compliance,Yes,Acknowledge APPSolve provides configuration services not compliance advice,1.0,Active
ERP-CUS-010,83,Customer Responsibilities,Customer Responsibility,Client's functional team and user community participate in CRP1 / CRP2 / UAT; provides test data / UAT testers / executes scenarios / logs defects / provides written sign-off at each milestone,Testing cycles delayed due to unavailable client testers; UAT fails,Yes,Allocate testing resources and confirm sign-off authorities before CRP,1.0,Active
ERP-CUS-011,83,Customer Responsibilities,Customer Responsibility,Client responsible for end-user training delivery / scheduling / communication / adoption measurement; APPSolve delivers TTT only,Client expects APPSolve to deliver end-user training to all employees,Yes,Plan end-user training programme and allocate trainers,1.0,Active
ERP-CUS-012,83,Customer Responsibilities,Customer Responsibility,Internal change management (communicating ERP project / managing legacy system transition / adoption challenges) is client leadership and HR responsibility,Change management omitted; low adoption post-go-live; system underutilised,Yes,Appoint change management lead and plan communications programme,1.0,Active
ERP-EXC-001,84,Exclusions,Exclusion,Oracle Fusion Global Payroll excluded; SA payroll managed by third-party provider (PaySpace/Sage 300/VIP) integrated via OIC,Client expects Oracle Payroll native in ERP scope,Yes,Acknowledge payroll exclusion,1.0,Active
ERP-EXC-002,84,Exclusions,Exclusion,Oracle Fusion Expenses excluded from base ERP scope unless in BOM; separately licensed and separately scoped where required,Client expects expense claims in base ERP scope,Yes,Acknowledge Expenses exclusion; raise if required,1.0,Active
ERP-EXC-003,84,Exclusions,Exclusion,SARS eFiling integration excluded; VAT201 / provisional tax / PAYE returns are client tax team responsibility,Client expects automated SARS submission from Oracle ERP,Yes,Acknowledge eFiling exclusion,1.0,Active
ERP-EXC-004,84,Exclusions,Exclusion,Formal SoD analysis and remediation using ACG/Fastpath or equivalent excluded; APPSolve applies Oracle SoD guidelines in role design,Client or auditor requires formal SoD conflict report; not scoped,Yes,Acknowledge SoD tool exclusion; raise separately if auditor requires it,1.0,Active
ERP-EXC-005,84,Exclusions,Exclusion,Oracle Supplier Portal (supplier self-service) excluded; requires separate Oracle licence and OIC integration,Client expects supplier-facing portal in base scope,Yes,Acknowledge Supplier Portal exclusion,1.0,Active
