Assumption_ID,Section,Area,Category,Statement_Summary,Risk_If_Invalid,Default_Included,Customer_Action_Required,Version,Status
AMS-HRS-005,86,Support Hours,Assumption,APPSolve notifies client when monthly allocation is exhausted; additional hours approved by client in writing at AMS hourly rate; no work beyond allocation without approval,APPSolve continues working beyond monthly allocation without client approval; invoice dispute,Yes,Designate AMS contact authorised to approve additional hours,1.0,Active
AMS-HRS-006,86,Support Hours,Assumption,No support on SA public holidays under standard business hours agreement; public holiday support at out-of-hours rate,Client expects full support on public holidays under standard AMS,Yes,Acknowledge public holiday exclusion,1.0,Active
AMS-CHN-001,87,Support Channels,Assumption,All support requests must be logged via designated APPSolve support channel (portal / email / agreed ticketing); informal channels acknowledged but must be formally logged,Support work done informally without tickets; no audit trail; billing disputes,Yes,Use designated support channel for all requests,1.0,Active
AMS-CHN-002,87,Support Channels,Assumption,Telephone support for P1 Critical only; P2/P3/P4 are ticket-first; phone follow-up at APPSolve discretion,Client calls consultant directly for all issues bypassing ticket system,Yes,None,1.0,Active
AMS-CHN-003,87,Support Channels,Assumption,Designated APPSolve AMS Account Manager / Team Lead is primary escalation point for service delivery concerns / SLA disputes / CR approvals,Client escalates directly to Hein Blignaut or Director for routine AMS issues,Yes,None,1.0,Active
AMS-CHN-004,87,Support Channels,Assumption,Client designates primary AMS contact authorised to log requests / approve CRs / receive reports; APPSolve only takes direction from designated contact,Multiple unauthorised client contacts log conflicting requests; scope confusion,Yes,Designate and name primary AMS contact in AMS agreement,1.0,Active
AMS-INC-001,88,Incident Management,Assumption,Incident = unplanned interruption or degradation; distinguished from service requests and change requests; priority level determines SLA response,Client logs everything as P1; SLA clock misapplied,Yes,None,1.0,Active
AMS-INC-002,88,Incident Management,Assumption,Client classifies incident at logging; APPSolve may reclassify; downgrade notified with reason; disputes resolved by AMS Account Manager within 4 business hours,Client disputes every reclassification; SLA clock manipulation,Yes,Accept priority classification process,1.0,Active
AMS-INC-003,88,Incident Management,Assumption,Incident ownership: APPSolve owns application config and integration defects; client data entry errors / business process errors / IT infrastructure / Oracle SaaS outages are not APPSolve defects,APPSolve held responsible for client-caused data errors or Oracle platform outages,Yes,Acknowledge incident ownership boundary,1.0,Active
AMS-INC-004,88,Incident Management,Assumption,Oracle SaaS outages are outside APPSolve's control; APPSolve logs Oracle SRs and monitors; SLA clock paused during Oracle-caused outages,APPSolve held to SLA during Oracle platform outage,Yes,None,1.0,Active
AMS-INC-005,88,Incident Management,Assumption,For incidents requiring Oracle Support: APPSolve manages Oracle SR; resolution timeline outside APPSolve's control; weekly status updates provided,Client expects APPSolve to resolve Oracle bugs immediately regardless of Oracle SR timelines,Yes,None,1.0,Active
AMS-SRQ-001,89,Service Requests,Assumption,Service request = planned pre-agreed config change within monthly hours; not a defect; not new scope; examples: new user / approval limit / GL account / supplier payment term,Client logs enhancements as service requests to avoid CR process,Yes,None,1.0,Active
AMS-SRQ-002,89,Service Requests,Assumption,Service requests prioritised within monthly allocation; APPSolve does not guarantee fulfilment of all SRs if volume exceeds allocation,Client expects unlimited service requests within fixed monthly fee,Yes,Prioritise service requests with client AMS contact,1.0,Active
AMS-SRQ-003,89,Service Requests,Assumption,SRs requiring design / testing / stakeholder approval are raised as CRs; boundary between SR and CR is need for documented design and formal approval,Simple CRs disguised as SRs to bypass CR process,Yes,None,1.0,Active
AMS-SRQ-004,89,Service Requests,Assumption,Standard service request catalogue with pre-defined effort estimates; non-catalogue requests assessed per complexity and agreed before work commences,Non-catalogue requests expected to be fulfilled at same speed as catalogue,Yes,None,1.0,Active
AMS-ENH-001,90,Enhancements,Exclusion,Enhancements — new functionality / config / modules / integrations / reports beyond contracted scope — excluded from AMS; delivered as project work under separate SOW,Client expects new modules to be added without a separate project engagement,Yes,Acknowledge enhancement exclusion,1.0,Active
AMS-ENH-002,90,Enhancements,Assumption,APPSolve identifies enhancement requests; logs them; advises client enhancement requires separate project; does not absorb into AMS hours,Enhancement work absorbed into AMS without commercial agreement; margin eroded,Yes,None,1.0,Active
AMS-ENH-003,90,Enhancements,Assumption,APPSolve's obligation = identify when request crosses enhancement boundary; client decides whether and when to proceed,APPSolve held responsible for not delivering an enhancement it identified as out of scope,Yes,None,1.0,Active
AMS-ENH-004,90,Enhancements,Assumption,Ambiguous requests escalated to AMS Account Manager and client designated contact for classification before work commences; agreed classification logged in monthly report,Ambiguous requests started without classification causing scope dispute later,Yes,Agree classification process with AMS contact,1.0,Active
AMS-CR-001,91,Change Requests,Assumption,CR = formally scoped and approved work item beyond standard SR catalogue; requires written scope / estimate / client approval; threshold for separate invoice vs monthly retainer defined in AMS agreement,Every small config change raised as a CR even below threshold; admin burden,Yes,Agree CR threshold in AMS agreement,1.0,Active
AMS-CR-002,91,Change Requests,Assumption,CR process: client submits description > APPSolve estimates within 5 business days > client approves in writing > APPSolve delivers > client signs off; no CR work without written approval,APPSolve proceeds with CR work based on verbal approval; client later disputes,Yes,Designate CR approval authority in writing,1.0,Active
AMS-CR-003,91,Change Requests,Assumption,CRs not subject to incident SLA; delivery timeline agreed at CR approval based on complexity / resource availability / client priority,Client expects CR to be delivered within incident SLA timeframe,Yes,None,1.0,Active
AMS-CR-004,91,Change Requests,Assumption,High-risk CRs (security roles / workflow restructuring / GL period-end config) assessed for risk before implementation; require test sign-off from client before production deployment,High-risk config change deployed to production without testing; system issue,Yes,Confirm testing and sign-off process for high-risk CRs,1.0,Active
AMS-DEF-001,92,Defect Management,Assumption,Defect = system behaviour not conforming to agreed implementation design; resolved within AMS incident management / monthly hours at no additional charge,Client disputes what constitutes a defect vs an enhancement,Yes,Retain implementation design documentation for defect boundary reference,1.0,Active
AMS-DEF-002,92,Defect Management,Assumption,Three-way classification: Defect (APPSolve resolves no charge) / Enhancement (separately priced project) / Configuration drift (APPSolve investigates; resolution billed as SR),Client argues all post-go-live issues are defects APPSolve must fix for free,Yes,Acknowledge three-way defect classification,1.0,Active
AMS-DEF-003,92,Defect Management,Assumption,Oracle quarterly update regressions managed as incidents within standard SLA; root cause (Oracle release) documented in monthly report; Oracle SRs logged where Oracle bug identified,Client expects Oracle quarterly update testing to be included in base AMS,Yes,None,1.0,Active
AMS-DEF-004,92,Defect Management,Assumption,Defects caused by client-initiated config changes without APPSolve involvement are treated as service requests; billed against monthly allocation,APPSolve expected to fix client-caused configuration errors at no charge as if they were defects,Yes,Acknowledge client-caused config issues billed as SRs,1.0,Active
AMS-SLA-001,93,SLA,Assumption,Standard AMS SLA defines response time targets per priority level; response time = time from ticket logging to APPSolve first substantive response; does not guarantee resolution time unless explicitly contracted,Client expects SLA to guarantee resolution not just response,Yes,Confirm SLA scope (response vs resolution) in AMS agreement,1.0,Active
AMS-SLA-002,93,SLA,Assumption,SLA clock starts at ticket logging during business hours; outside-hours tickets start clock at 08:00 SAST next business day unless 24/7 SLA contracted,Client argues SLA clock started when issue occurred not when ticket was logged,Yes,Require ticket logging as the SLA trigger event,1.0,Active
AMS-SLA-003,93,SLA,Assumption,SLA clock paused when: waiting for client information / Oracle SR pending / client has not approved required change / maintenance window in progress,Client disputes SLA pause; claims APPSolve should resolve without client information,Yes,Acknowledge SLA pause conditions,1.0,Active
AMS-SLA-004,93,SLA,Assumption,Monthly SLA performance report: tickets by priority / SLA compliance rate / breaches with root cause / Oracle SR status / CR status,Client has no visibility of SLA performance; cannot assess value of AMS,Yes,None,1.0,Active
AMS-SLA-005,93,SLA,Assumption,Named consultant: APPSolve uses best-efforts scheduling for consistent assignment; not a contractual guarantee unless explicitly contracted as dedicated consultant arrangement,Client expects named consultant to be exclusively dedicated to their AMS,Yes,Confirm named vs team support model in AMS agreement,1.0,Active
AMS-PRI-001,94,Priority Definitions,Assumption,P1 Critical (system outage / payroll blocked / financial close blocked / all integrations failed / data loss risk) / P2 High (major functionality impaired / critical process unable to proceed) / P3 Medium (non-critical impaired / workaround exists) / P4 Low (minor / how-to / non-urgent),Inconsistent priority classification between client and APPSolve; SLA disputes,Yes,Agree priority definitions in AMS agreement,1.0,Active
AMS-PRI-002,94,Priority Definitions,Assumption,Priority escalation: client may request re-classification if business impact increases; AMS Account Manager reviews within 4 business hours,Client unilaterally escalates all P3s to P1 without business justification,Yes,None,1.0,Active
AMS-PRI-003,94,Priority Definitions,Assumption,P1 outside business hours under standard SLA: APPSolve responds at start of next business day; 24/7 SLA required for out-of-hours P1 response,Client expects 24/7 P1 response under standard business hours AMS,Yes,Confirm P1 outside-hours handling in AMS agreement,1.0,Active
AMS-REL-001,95,Release Management,Assumption,Oracle quarterly release advisory included in AMS: review release notes for contracted modules and flag changes with potential impact; regression testing NOT included in standard AMS unless specifically contracted,Client assumes regression testing is included with release advisory,Yes,Confirm release testing scope in AMS agreement,1.0,Active
AMS-REL-002,95,Release Management,Assumption,Oracle quarterly update regressions investigated and resolved as AMS incidents within standard SLA; Oracle bug → Oracle SR lodged and managed by APPSolve,Client expects APPSolve to prevent all Oracle update regressions,Yes,None,1.0,Active
AMS-REL-003,95,Release Management,Exclusion,Full Oracle quarterly regression testing (systematic testing of all configured processes after each Oracle update) excluded from standard AMS; separately contracted service recommended for high-criticality environments,Client expects comprehensive regression testing included in standard AMS price,Yes,Acknowledge regression testing exclusion; contract separately if required,1.0,Active
AMS-REL-004,95,Release Management,Assumption,Acumatica release advisory included in Acumatica AMS: review release notes and flag customisation compatibility risks; Acumatica version upgrade execution excluded from standard AMS,Client expects Acumatica upgrades managed under standard AMS price,Yes,Acknowledge upgrade exclusion; raise separately if required,1.0,Active
AMS-REL-005,95,Release Management,Assumption,BeBanking update advisory included in BeBanking AMS; BeBanking-initiated format or connectivity changes may require OIC integration updates assessed per OIC pack; BeBanking platform monitoring is BeBanking's responsibility,APPSolve expected to manage BeBanking platform changes at no cost under AMS,Yes,None,1.0,Active
AMS-PAT-001,96,Patching,Assumption,Oracle Fusion HCM/ERP patches applied by Oracle as part of SaaS; APPSolve does not apply Oracle SaaS patches; APPSolve monitors for patch-related regressions,Client expects APPSolve to manage Oracle SaaS patching,Yes,None,1.0,Active
AMS-PAT-002,96,Patching,Assumption,Oracle EBS patching (on-premises or OCI-hosted) separately contracted; DBA task not included in standard application AMS unless DBA support component explicitly in scope,Client expects EBS patching included in application AMS,Yes,Confirm EBS patching scope in AMS agreement,1.0,Active
AMS-PAT-003,96,Patching,Assumption,Acumatica maintenance builds applied by Acumatica or hosting partner; APPSolve monitors for build compatibility with client customisations and advises; build-caused customisation issues investigated and resolved under AMS,Client expects Acumatica builds to be managed and applied by APPSolve,Yes,None,1.0,Active
AMS-MON-001,97,Monitoring,Assumption,Basic OIC integration monitoring (periodic review of OIC error console for active integration failures on contracted integrations) available as contracted AMS service item; not included in base AMS unless specifically contracted,Client assumes OIC monitoring is included in all AMS agreements,Yes,Confirm monitoring requirement and frequency in AMS agreement,1.0,Active
AMS-MON-002,97,Monitoring,Assumption,Proactive monitoring (automated alerting / SLA dashboards / infrastructure monitoring / log aggregation) requires separate monitoring arrangement; APPSolve can configure Oracle OIC built-in alerting as a configuration activity,Client expects full monitoring platform provided by APPSolve under standard AMS,Yes,Acknowledge monitoring tool boundary; contract separately if required,1.0,Active
AMS-MON-003,97,Monitoring,Assumption,Oracle Fusion HCM/ERP system health monitoring is Oracle's responsibility as SaaS provider; Oracle SaaS status page is authoritative for platform availability; APPSolve does not duplicate Oracle's infrastructure monitoring,Client expects APPSolve to monitor Oracle platform availability,Yes,None,1.0,Active
AMS-MON-004,97,Monitoring,Assumption,BeBanking OIC integration error logs monitored by APPSolve where BeBanking AMS contracted; BeBanking platform monitoring (H2H portal / bank connectivity) is BeBanking's responsibility,APPSolve expected to monitor BeBanking platform itself,Yes,None,1.0,Active
AMS-REP-001,98,Reporting,Assumption,Monthly support report: support activity summary / SLA compliance / hours consumed vs allocation / open incidents and SRs / CRs / Oracle SR status / planned next month activities; within 5 business days of month-end,Client has no visibility of support activity; unable to assess value for money,Yes,None,1.0,Active
AMS-REP-002,98,Reporting,Assumption,Monthly report delivered within 5 business days of calendar month-end via email to designated AMS contact and agreed distribution,Late report delivery reduces client confidence in AMS service quality,Yes,Confirm report distribution list in AMS agreement,1.0,Active
AMS-REP-003,98,Reporting,Assumption,Quarterly AMS service review meeting (60–90 min remote) offered as standard; whether it takes place is at client's discretion,Client expects formal quarterly governance meeting included in all AMS agreements,Yes,None,1.0,Active
AMS-REP-004,98,Reporting,Assumption,Ad hoc AMS reports on request fulfilled within monthly hours allocation (annual CR summary / audit support extract / period-specific activity),Client expects ad hoc reports immediately at no cost beyond monthly fee,Yes,None,1.0,Active
AMS-CUS-001,99,Customer Responsibilities,Customer Responsibility,Client owns business processes; functional leads make process change decisions / document requirements / approve solutions before APPSolve implements; APPSolve does not redesign processes under AMS,APPSolve expected to redesign client business processes under AMS,Yes,Maintain active functional team engagement under AMS,1.0,Active
AMS-CUS-002,99,Customer Responsibilities,Customer Responsibility,Client's internal helpdesk/ERP team provides Level 1 support (how-to / password resets / existing functionality explanation / issue triage) unless Level 1 explicitly contracted to APPSolve,All user queries routed directly to APPSolve including basic user training,Yes,Establish and maintain internal Level 1 support function,1.0,Active
AMS-CUS-003,99,Customer Responsibilities,Customer Responsibility,User account creation / role assignment / user deactivation are client IT team's responsibility unless explicitly contracted as part of AMS,Client expects APPSolve to manage all Oracle user accounts under standard AMS,Yes,Allocate internal resource for user access management,1.0,Active
AMS-CUS-004,99,Customer Responsibilities,Customer Responsibility,Internal change management (communicating system changes to users / updating job aids / managing internal change) is client's responsibility,Client expects APPSolve to communicate system changes to all users under AMS,Yes,None,1.0,Active
AMS-CUS-005,99,Customer Responsibilities,Customer Responsibility,All CRs approved in writing by designated AMS contact or named delegate before work commences; verbal approval not sufficient,APPSolve proceeds with CR work based on verbal approval; client later disputes estimate or invoice,Yes,Designate and empower AMS contact to approve CRs,1.0,Active
AMS-CUS-006,99,Customer Responsibilities,Customer Responsibility,Client functional team performs and signs off tests before production deployment of CR / SR / incident resolution; APPSolve deploys to production only after written sign-off,APPSolve expected to test on behalf of client; then client disputes production outcome,Yes,Allocate tester availability for all configuration changes requiring test sign-off,1.0,Active
AMS-CUS-007,99,Customer Responsibilities,Customer Responsibility,Client provides accurate and complete information when logging tickets (error messages / screenshots / steps to reproduce / affected users / business impact); incomplete information delays investigation,SLA clock runs while APPSolve waits for client information; SLA breach attributed to APPSolve,Yes,Train AMS users on quality ticket logging,1.0,Active
AMS-CUS-008,99,Customer Responsibilities,Customer Responsibility,Network / hardware / browser / VPN / printer / IT infrastructure are client IT team's responsibility; Oracle SaaS infrastructure is Oracle's; APPSolve AMS covers application config layer only,Client routes infrastructure issues to APPSolve,Yes,Acknowledge infrastructure boundary,1.0,Active
AMS-CUS-009,99,Customer Responsibilities,Customer Responsibility,Client provides APPSolve with Oracle CSI (Customer Support Identifier) access to log Oracle SRs on client's behalf; without CSI access APPSolve provides SR description and evidence for client to log,APPSolve cannot manage Oracle SRs without CSI access; SLA for Oracle issues deteriorates,Yes,Grant APPSolve CSI access at AMS onboarding,1.0,Active
AMS-CUS-010,99,Customer Responsibilities,Customer Responsibility,Client provides AMS onboarding documentation: implementation project documentation / current system access credentials / AMS contact introductions; where APPSolve implemented the system this documentation already exists,Onboarding delayed due to missing documentation; first month's support ineffective,Yes,Prepare onboarding documentation pack before AMS start date,1.0,Active
AMS-EXC-001,100,Exclusions,Exclusion,New module implementations excluded from AMS; delivered as project work under separate implementation SOW,Client expects new Oracle/Acumatica module to be delivered under AMS at no additional cost,Yes,Acknowledge new module implementation exclusion,1.0,Active
AMS-EXC-002,100,Exclusions,Exclusion,New OIC integration or BeBanking integration development excluded from AMS; governed by OIC pack for integration development assumptions,Client expects new integrations to be developed under AMS,Yes,Acknowledge new integration exclusion,1.0,Active
AMS-EXC-003,100,Exclusions,Exclusion,New data migration post-go-live (newly acquired company / merged entity) excluded from AMS; requires separately scoped data migration engagement,Client expects new entity's data to be loaded under standard AMS,Yes,Acknowledge new data migration exclusion,1.0,Active
AMS-EXC-004,100,Exclusions,Exclusion,New report development excluded from AMS; adjusting existing in-scope reports is a service request; new report development is a project item,Client expects unlimited new reports under AMS,Yes,Acknowledge new report development exclusion,1.0,Active
AMS-EXC-005,100,Exclusions,Exclusion,Regulatory compliance advice (tax / legal / audit) excluded from AMS; config to implement compliance requirements must be driven by client-provided spec approved by client tax/legal team,APPSolve expected to advise on tax treatment or IFRS interpretation under AMS,Yes,Acknowledge compliance advice exclusion,1.0,Active
AMS-EXC-006,100,Exclusions,Exclusion,End-user training excluded from standard AMS; separately contracted training engagement; APPSolve can provide quick reference cards for simple how-to queries within monthly hours,Client expects formal training sessions delivered under AMS,Yes,Acknowledge training exclusion; contract separately if required,1.0,Active
AMS-EXC-007,100,Exclusions,Exclusion,Network / hardware / browser / VPN / printer / IT infrastructure support excluded; Oracle SaaS infrastructure is Oracle's; APPSolve AMS = application config layer only,Client routes IT infrastructure tickets to APPSolve AMS,Yes,Acknowledge infrastructure exclusion,1.0,Active
AMS-EXC-008,100,Exclusions,Exclusion,New Acumatica customisation development (low-code extensions / workflow customisations / custom web services / custom report designer) excluded from standard Acumatica AMS,Client expects new Acumatica customisations delivered under AMS,Yes,Acknowledge customisation development exclusion,1.0,Active
AMS-EXC-009,100,Exclusions,Exclusion,Major version upgrades (Oracle EBS / Acumatica / BeBanking platform) excluded from standard AMS; project-level activities requiring separate planning and delivery engagement,Client expects major upgrades managed under standard AMS,Yes,Acknowledge upgrade exclusion,1.0,Active
AMS-EXC-010,100,Exclusions,Exclusion,Oracle licensing and subscription management excluded from AMS; APPSolve advises on licensing implications; does not purchase/renew/modify Oracle licences on client's behalf,Client expects APPSolve to manage Oracle licence renewals under AMS,Yes,Acknowledge Oracle licence management exclusion,1.0,Active
AMS-EXC-011,100,Exclusions,Exclusion,Oracle Analytics Cloud (OAX/FAW) dashboard and data model development excluded from AMS; OAX development is separately scoped project work,Client expects OAX report development under standard AMS price,Yes,Acknowledge OAX development exclusion,1.0,Active
AMS-EXC-012,100,Exclusions,Exclusion,Disaster recovery testing excluded from AMS; Oracle SaaS DR is Oracle's responsibility; on-premises DR is client IT team's responsibility,Client expects APPSolve to manage DR testing for Oracle ERP under AMS,Yes,Acknowledge DR testing exclusion,1.0,Active
